id,ts,power3
412,2019-01-18 00:00:00+00:00,160.03560075
413,2019-01-18 01:00:00+00:00,161.12177625
414,2019-01-18 02:00:00+00:00,154.9279835
415,2019-01-18 03:00:00+00:00,143.59867875
416,2019-01-18 04:00:00+00:00,144.7458645
417,2019-01-18 05:00:00+00:00,144.2441705
418,2019-01-18 06:00:00+00:00,166.77543625
419,2019-01-18 07:00:00+00:00,188.57248275
420,2019-01-18 08:00:00+00:00,193.60860825
421,2019-01-18 09:00:00+00:00,173.6917155
422,2019-01-18 10:00:00+00:00,166.19122675
423,2019-01-18 11:00:00+00:00,147.31447225
424,2019-01-18 12:00:00+00:00,146.92207225
425,2019-01-18 13:00:00+00:00,146.6402435
426,2019-01-18 14:00:00+00:00,186.7655925
427,2019-01-18 15:00:00+00:00,224.400702
428,2019-01-18 16:00:00+00:00,218.55372625
429,2019-01-18 17:00:00+00:00,186.90487275
430,2019-01-18 18:00:00+00:00,171.4214675
431,2019-01-18 19:00:00+00:00,146.9856745
432,2019-01-18 20:00:00+00:00,149.6132775
433,2019-01-18 21:00:00+00:00,138.4930345
434,2019-01-18 22:00:00+00:00,113.04760575
435,2019-01-18 23:00:00+00:00,141.4644355
436,2019-01-19 00:00:00+00:00,145.5152895
437,2019-01-19 01:00:00+00:00,142.04653925
438,2019-01-19 02:00:00+00:00,141.44109375
439,2019-01-19 03:00:00+00:00,143.3607215
440,2019-01-19 04:00:00+00:00,144.04726
441,2019-01-19 05:00:00+00:00,144.028843
442,2019-01-19 06:00:00+00:00,142.650579
443,2019-01-19 07:00:00+00:00,142.80421175
444,2019-01-19 08:00:00+00:00,143.326668
445,2019-01-19 09:00:00+00:00,146.8237725
446,2019-01-19 10:00:00+00:00,149.06518925
447,2019-01-19 11:00:00+00:00,148.002945
448,2019-01-21 04:00:00+00:00,145.9879605
449,2019-01-21 05:00:00+00:00,145.923359
450,2019-01-21 06:00:00+00:00,147.282055
451,2019-01-21 07:00:00+00:00,146.3545305
452,2019-01-21 08:00:00+00:00,145.127381
453,2019-01-21 09:00:00+00:00,146.144506
454,2019-01-21 10:00:00+00:00,146.6142975
455,2019-01-21 11:00:00+00:00,149.56279
456,2019-01-21 12:00:00+00:00,150.84509375
457,2019-01-21 13:00:00+00:00,149.417412
458,2019-01-21 14:00:00+00:00,149.912155
459,2019-01-21 15:00:00+00:00,151.227165
460,2019-01-21 16:00:00+00:00,151.01911825
461,2019-01-21 17:00:00+00:00,151.616867
462,2019-01-21 18:00:00+00:00,150.145783
463,2019-01-21 19:00:00+00:00,149.76636625
464,2019-01-21 20:00:00+00:00,150.29257475
465,2019-01-21 21:00:00+00:00,157.5590255
466,2019-01-21 22:00:00+00:00,152.75269025
467,2019-01-21 23:00:00+00:00,147.5442275
468,2019-01-22 00:00:00+00:00,145.98064
469,2019-01-22 01:00:00+00:00,148.01393875
470,2019-01-22 02:00:00+00:00,148.44903575
471,2019-01-22 03:00:00+00:00,148.86799325
472,2019-01-22 04:00:00+00:00,148.2334105
473,2019-01-22 05:00:00+00:00,150.56211675
474,2019-01-22 06:00:00+00:00,151.01682275
475,2019-01-22 07:00:00+00:00,150.84057275
476,2019-01-22 08:00:00+00:00,150.3144375
477,2019-01-22 09:00:00+00:00,150.70522525
478,2019-01-22 10:00:00+00:00,152.683419
479,2019-01-22 11:00:00+00:00,151.991675
480,2019-01-22 12:00:00+00:00,153.61671825
481,2019-01-22 13:00:00+00:00,155.2666735
482,2019-01-22 14:00:00+00:00,153.1525054
483,2019-01-22 15:00:00+00:00,153.36964225
484,2019-01-22 16:00:00+00:00,152.9800415
485,2019-01-22 17:00:00+00:00,154.96092225
486,2019-01-22 18:00:00+00:00,152.2168795
487,2019-01-22 19:00:00+00:00,152.25305175
488,2019-01-22 20:00:00+00:00,152.70845
489,2019-01-22 21:00:00+00:00,155.9916605
490,2019-01-22 22:00:00+00:00,149.61279325
491,2019-01-22 23:00:00+00:00,150.0298975
492,2019-01-23 00:00:00+00:00,149.96243475
493,2019-01-23 01:00:00+00:00,149.71045825
494,2019-01-23 02:00:00+00:00,150.85968625
495,2019-01-23 03:00:00+00:00,149.55345175
496,2019-01-23 04:00:00+00:00,148.3201865
497,2019-01-23 05:00:00+00:00,150.96280675
498,2019-01-23 06:00:00+00:00,146.7232264
499,2019-01-23 07:00:00+00:00,147.272063
500,2019-01-23 08:00:00+00:00,149.9944916
501,2019-01-23 09:00:00+00:00,137.669031
502,2019-01-23 10:00:00+00:00,116.42503575
503,2019-01-23 11:00:00+00:00,114.219612
504,2019-01-23 12:00:00+00:00,114.33012375
505,2019-01-23 13:00:00+00:00,143.280562
506,2019-01-23 14:00:00+00:00,154.01535425
507,2019-01-23 15:00:00+00:00,151.68626775
508,2019-01-23 16:00:00+00:00,151.2536315
509,2019-01-23 17:00:00+00:00,151.7104645
510,2019-01-23 18:00:00+00:00,150.146406
511,2019-01-23 19:00:00+00:00,150.9840865
512,2019-01-23 20:00:00+00:00,150.74823375
513,2019-01-23 21:00:00+00:00,151.326266
514,2019-01-23 22:00:00+00:00,150.621338
515,2019-01-23 23:00:00+00:00,148.24130725
516,2019-01-24 00:00:00+00:00,149.091484
517,2019-01-24 01:00:00+00:00,147.6888885
518,2019-01-24 02:00:00+00:00,149.7650525
519,2019-01-24 03:00:00+00:00,148.190998
520,2019-01-24 04:00:00+00:00,147.68742025
521,2019-01-24 05:00:00+00:00,150.798927
522,2019-01-24 06:00:00+00:00,148.08442425
523,2019-01-24 07:00:00+00:00,148.05994425
524,2019-01-24 08:00:00+00:00,147.71176125
525,2019-01-24 09:00:00+00:00,147.54234375
526,2019-01-24 10:00:00+00:00,147.260191
527,2019-01-24 11:00:00+00:00,142.498993
528,2019-01-24 12:00:00+00:00,86.530342175
529,2019-01-24 13:00:00+00:00,64.04389145
530,2019-01-24 14:00:00+00:00,81.0553775
531,2019-01-24 15:00:00+00:00,109.96129975
532,2019-01-24 16:00:00+00:00,116.4470445
533,2019-01-24 17:00:00+00:00,139.359665
534,2019-01-24 18:00:00+00:00,145.3130415
535,2019-01-24 19:00:00+00:00,139.131504
536,2019-01-24 20:00:00+00:00,97.678619175
537,2019-01-24 21:00:00+00:00,96.697848625
538,2019-01-24 22:00:00+00:00,107.846029
539,2019-01-24 23:00:00+00:00,111.4599625
540,2019-01-25 00:00:00+00:00,103.75378325
541,2019-01-25 01:00:00+00:00,102.80228625
542,2019-01-25 02:00:00+00:00,124.236084
543,2019-01-25 03:00:00+00:00,150.2109755
544,2019-01-25 04:00:00+00:00,150.5932375
545,2019-01-25 05:00:00+00:00,168.74823375
546,2019-01-25 06:00:00+00:00,188.52414325
547,2019-01-25 07:00:00+00:00,184.9266645
548,2019-01-25 08:00:00+00:00,187.593647
549,2019-01-25 09:00:00+00:00,187.4946975
550,2019-01-25 10:00:00+00:00,173.8657035
551,2019-01-25 11:00:00+00:00,133.94195375
552,2019-01-25 12:00:00+00:00,116.688537
553,2019-01-25 13:00:00+00:00,122.644484
554,2019-01-25 14:00:00+00:00,153.7391016
555,2019-01-25 15:00:00+00:00,155.2651276
556,2019-01-25 16:00:00+00:00,153.7697515
557,2019-01-25 17:00:00+00:00,155.5269205
558,2019-01-25 18:00:00+00:00,153.65839275
559,2019-01-25 19:00:00+00:00,135.74384875
560,2019-01-25 20:00:00+00:00,118.670593
561,2019-01-25 21:00:00+00:00,119.11075825
562,2019-01-25 22:00:00+00:00,149.28858575
563,2019-01-25 23:00:00+00:00,142.8834825
