id,ts,temp3
0,2018-12-31 20:00:00+00:00,3.91313839
1,2018-12-31 21:00:00+00:00,4.4289246725
2,2018-12-31 22:00:00+00:00,4.60314536
3,2018-12-31 23:00:00+00:00,4.542157035
4,2019-01-01 00:00:00+00:00,4.739108
5,2019-01-01 01:00:00+00:00,5.109050115
6,2019-01-01 02:00:00+00:00,5.25453876
7,2019-01-01 03:00:00+00:00,4.5411811275
8,2019-01-01 04:00:00+00:00,3.7473305
9,2019-01-01 05:00:00+00:00,3.6992422375
10,2019-01-01 06:00:00+00:00,2.8579592675
11,2019-01-01 07:00:00+00:00,2.01427136
12,2019-01-01 08:00:00+00:00,1.284913765
13,2019-01-01 09:00:00+00:00,1.3310658775
14,2019-01-01 10:00:00+00:00,2.2996753425
15,2019-01-01 11:00:00+00:00,3.0313522375
16,2019-01-01 12:00:00+00:00,2.81984325
17,2019-01-01 13:00:00+00:00,2.7539378
18,2019-01-01 14:00:00+00:00,2.79947094
19,2019-01-01 15:00:00+00:00,2.716394475
20,2019-01-01 16:00:00+00:00,3.314027845
21,2019-01-01 17:00:00+00:00,3.455173275
22,2019-01-01 18:00:00+00:00,3.048044565
23,2019-01-01 19:00:00+00:00,2.3822496025
24,2019-01-01 20:00:00+00:00,0.764054175
25,2019-01-01 21:00:00+00:00,-0.27829070175
26,2019-01-01 22:00:00+00:00,-0.52791272125
27,2019-01-01 23:00:00+00:00,-0.262111228
28,2019-01-02 00:00:00+00:00,-0.472159211
29,2019-01-02 01:00:00+00:00,-0.911162739
30,2019-01-02 02:00:00+00:00,-1.28226769
31,2019-01-02 03:00:00+00:00,-1.7511660775
32,2019-01-02 04:00:00+00:00,-2.138806045
33,2019-01-02 05:00:00+00:00,-2.32289427
34,2019-01-02 06:00:00+00:00,-2.579713345
35,2019-01-02 07:00:00+00:00,-2.785825925
36,2019-01-02 08:00:00+00:00,-3.0361630325
37,2019-01-02 09:00:00+00:00,-2.8250497
38,2019-01-02 10:00:00+00:00,-2.4005277775
39,2019-01-02 11:00:00+00:00,-2.0587705225
40,2019-01-02 12:00:00+00:00,-1.9193850875
41,2019-01-02 13:00:00+00:00,-2.110042845
42,2019-01-02 14:00:00+00:00,-2.441906995
43,2019-01-02 15:00:00+00:00,-2.566806575
44,2019-01-02 16:00:00+00:00,-1.953799695
45,2019-01-02 17:00:00+00:00,-1.6275415575
46,2019-01-02 18:00:00+00:00,-1.337251545
47,2019-01-02 19:00:00+00:00,-1.6756498825
48,2019-01-02 20:00:00+00:00,-1.647001265
49,2019-01-02 21:00:00+00:00,-1.8115707925
50,2019-01-02 22:00:00+00:00,-2.1591192775
51,2019-01-02 23:00:00+00:00,-2.1076948825
52,2019-01-03 00:00:00+00:00,-2.05359888
53,2019-01-03 01:00:00+00:00,-1.981245885
54,2019-01-03 02:00:00+00:00,-1.9315913625
55,2019-01-03 03:00:00+00:00,-2.09065684
56,2019-01-03 04:00:00+00:00,-2.62731463
57,2019-01-03 05:00:00+00:00,-3.7035167225
58,2019-01-03 06:00:00+00:00,-5.5583828725
59,2019-01-03 07:00:00+00:00,-6.4655358125
60,2019-01-03 08:00:00+00:00,-6.4008982675
61,2019-01-03 09:00:00+00:00,-5.49056866
62,2019-01-03 10:00:00+00:00,-2.9377746
63,2019-01-03 11:00:00+00:00,-1.569828865
64,2019-01-03 12:00:00+00:00,-1.2401511975
65,2019-01-03 13:00:00+00:00,-1.099977503
66,2019-01-03 14:00:00+00:00,-1.2924901575
67,2019-01-03 15:00:00+00:00,-1.17122939
68,2019-01-03 16:00:00+00:00,-1.3907389675
69,2019-01-03 17:00:00+00:00,-1.360647795
70,2019-01-03 18:00:00+00:00,-1.3114646975
71,2019-01-03 19:00:00+00:00,-1.4195651425
72,2019-01-03 20:00:00+00:00,-0.792482138
73,2019-01-03 21:00:00+00:00,-0.1670540797
74,2019-01-03 22:00:00+00:00,0.131345723
75,2019-01-03 23:00:00+00:00,-0.68271199225
76,2019-01-04 00:00:00+00:00,-1.1848129825
77,2019-01-04 01:00:00+00:00,0.12961650775
78,2019-01-04 02:00:00+00:00,1.48798705
79,2019-01-04 03:00:00+00:00,3.08224243
80,2019-01-04 04:00:00+00:00,3.7656952125
81,2019-01-04 05:00:00+00:00,5.0787522475
82,2019-01-04 06:00:00+00:00,4.9900945275
83,2019-01-04 07:00:00+00:00,4.70707832
84,2019-01-04 08:00:00+00:00,4.188328005
85,2019-01-04 09:00:00+00:00,3.6366620275
86,2019-01-04 10:00:00+00:00,3.2963797575
87,2019-01-04 11:00:00+00:00,3.119714035
88,2019-01-04 12:00:00+00:00,3.07803871
89,2019-01-04 13:00:00+00:00,2.8768283425
90,2019-01-04 14:00:00+00:00,2.35031551
91,2019-01-04 15:00:00+00:00,2.7684702275
92,2019-01-04 16:00:00+00:00,3.4839343425
93,2019-01-04 17:00:00+00:00,3.71867497
94,2019-01-04 18:00:00+00:00,3.8281678325
95,2019-01-04 19:00:00+00:00,4.64915577
96,2019-01-04 20:00:00+00:00,4.2669231275
97,2019-01-04 21:00:00+00:00,4.523756665
98,2019-01-04 22:00:00+00:00,4.616721735
99,2019-01-04 23:00:00+00:00,4.2866393325
100,2019-01-05 00:00:00+00:00,3.9325333725
101,2019-01-05 01:00:00+00:00,3.4247876875
102,2019-01-05 02:00:00+00:00,2.7593172075
103,2019-01-05 03:00:00+00:00,1.3511846525
104,2019-01-05 04:00:00+00:00,0.46750951175
105,2019-01-05 05:00:00+00:00,0.924678961
106,2019-01-05 06:00:00+00:00,-0.26147266875
107,2019-01-05 07:00:00+00:00,-0.8709710325
108,2019-01-05 08:00:00+00:00,0.26478025
109,2019-01-05 09:00:00+00:00,0.8414705395
110,2019-01-05 10:00:00+00:00,1.206608311
111,2019-01-05 11:00:00+00:00,1.756313265
112,2019-01-05 12:00:00+00:00,1.8685486625
113,2019-01-05 13:00:00+00:00,1.63742363
114,2019-01-05 14:00:00+00:00,1.2935810975
115,2019-01-05 15:00:00+00:00,1.1070318825
116,2019-01-05 16:00:00+00:00,0.91080397375
117,2019-01-05 17:00:00+00:00,0.67472933475
118,2019-01-05 18:00:00+00:00,0.2656610025
119,2019-01-05 19:00:00+00:00,0.7856793345
120,2019-01-05 20:00:00+00:00,1.14573403
121,2019-01-05 21:00:00+00:00,1.127610245
122,2019-01-05 22:00:00+00:00,1.00489489825
123,2019-01-05 23:00:00+00:00,1.0460077275
124,2019-01-06 00:00:00+00:00,1.08893574675
125,2019-01-06 01:00:00+00:00,0.9515591475
126,2019-01-06 02:00:00+00:00,0.65945556025
127,2019-01-06 03:00:00+00:00,0.7126384395
128,2019-01-06 04:00:00+00:00,0.9841918835
129,2019-01-06 05:00:00+00:00,1.087187945
130,2019-01-06 06:00:00+00:00,0.17200106325
131,2019-01-06 07:00:00+00:00,0.41238335875
132,2019-01-06 08:00:00+00:00,0.4486321575
133,2019-01-06 09:00:00+00:00,0.57831065125
134,2019-01-06 10:00:00+00:00,1.3152731375
135,2019-01-06 11:00:00+00:00,2.4859422475
136,2019-01-06 12:00:00+00:00,2.82450783
137,2019-01-06 13:00:00+00:00,2.7859963175
138,2019-01-06 14:00:00+00:00,2.28723207
139,2019-01-06 15:00:00+00:00,2.1761550375
140,2019-01-06 16:00:00+00:00,2.1662399
141,2019-01-06 17:00:00+00:00,2.1168845475
142,2019-01-06 18:00:00+00:00,1.7535629275
143,2019-01-06 19:00:00+00:00,2.054951025
144,2019-01-06 20:00:00+00:00,2.3051202725
145,2019-01-06 21:00:00+00:00,2.12145078
146,2019-01-06 22:00:00+00:00,1.887577845
147,2019-01-06 23:00:00+00:00,1.98527715
148,2019-01-07 00:00:00+00:00,1.689358145
149,2019-01-07 01:00:00+00:00,1.2499757225
150,2019-01-07 02:00:00+00:00,1.3768736575
151,2019-01-07 03:00:00+00:00,0.640749383
152,2019-01-07 04:00:00+00:00,1.03239262125
153,2019-01-07 05:00:00+00:00,1.7582710375
154,2019-01-07 06:00:00+00:00,1.48426658
155,2019-01-07 07:00:00+00:00,0.34977494025
156,2019-01-07 08:00:00+00:00,0.25089322975
